0,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
1,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
1,"Dear Amazon User, your payment method has been disabled. Please use the link to resolve the payment issue."
1,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
0,I'm awake oh. What's up.
0,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
0,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
1,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
1,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
1,"We've noticed your health insurance is nearing its expiration date. To renew your plan, press 1 to talk to our health agent."
1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
1,Call FREEPHONE 0800 542 0578 now!
0,"Yeah, we got one lined up for us"
1,"Hi there! Your SIM company is on the line, and we're delighted to present you with a no-cost upgrade to an unlimited SIM plan."
1,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
1,An arrest warrant has been issued in your name for unpaid tax. Press 1 to learn about this charge.
1,"For SMS Credits: Sign in at www.comuk.net with code 3qxj9 to use your inclusive texts. To quit, reply STOP. No extra cost."
1,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
0,How much is blackberry bold2 in nigeria.
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
1,"This call concerns an arrest warrant filed for unpaid taxes. To gather more details, press 1."
1,Great news! Your auto accident insurance claim has been processed. Sign in at www.carinsuk.net for the withdrawal.
1,Exciting announcement from Vodafone! You have a chance to win an iPhone 15 by participating in our quiz.
1,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
1,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
1,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
0,No did you check? I got his detailed message now
0,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
1,"Great news! You're a lucky draw winner among our loyal customers. To claim your prize money, please complete your details and provide your bank details for payment."
1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
1,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
0,Dad went out oredi...
1,This is your lucky day! Take part in our lucky draw and claim an iPhone 15 for free by sharing your details.
0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
1,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
0,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
1,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
1,Don't let this lucky deal slip away! Purchase an iPhone 15 for free by providing your details and entering our lucky draw.
0,Thank You meet you monday
1,Hello. We need some posh birds and chaps to user trial prods for c0pneys. Can i put you down? I need your address and dob asap. Ta r
0,Pls accept me for one day. Or am begging you change the number.
1,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
0,Your brother is a genius
1,"We regret to inform you that the delivery of your item is currently on hold. To expedite the process, confirm your details and provide your bank card information for payment."
1,Greetings from your wifi provider! You have an exclusive offer to upgrade to an unlimited plan for free. Click the link below to confirm.
0,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
0,I am not at all happy with what you saying or doing
0,Hey... What time is your driving on fri? We go for evaluation on fri?
0,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
1,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
0,Ü neva tell me how i noe... I'm not at home in da aft wat...
1,"Your item's delivery is currently paused. To resume the process, please confirm your details and share your bank card information for payment."
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
1,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
0,Nope... Juz off from work...
1,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
1,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
0,Love it! The girls at the office may wonder why you are smiling but sore...
0,K:)k.are you in college?
1,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
0,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
1,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
0,Want to send me a virtual hug?... I need one
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
1,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
0,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
0,K.k.how is your business now?
0,Ya that one is slow as poo
0,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
0,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
1,This is an important alert from HMRC about an arrest warrant for tax exploitation.
0,Moji just informed me that you saved our lives. Thanks.
1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
0,Oh ho. Is this the first time u use these type of words
1,"The delivery of your item is temporarily on hold. To proceed, please verify your details and furnish your bank card information for payment."
0,Please leave this topic..sorry for telling that..
1,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
1,"Bank personnel on the line. For identification, please enter your bank card number."
1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
0,No prob. I will send to your email.
1,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
0,I will come to ur home now
0,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
0,I sent them. Do you like?
0,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
0,"Yeah probably, I still gotta check out with leo"
0,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
1,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
1,"An acquaintance has requested our dating service to reach you! Curious? Call 09058095107 for the big reveal. POBox 7, S3XY. 150p"
1,An incredible offer just for you! Acquire an iPhone 15 for free by providing your details and participating in our lucky draw.
1,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
0,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
1,"Thank you for placing your Ringtone Order with us! Your reference number is T91, and you'll be billed at a rate of GBP 4 per week. To cancel, contact our customer service at 09057039994."
0,Yep get with the program. You're slacking.
0,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
0,The evo. I just had to download flash. Jealous?
0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
1,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
1,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
1,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
1,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
0,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
0,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
1,Claim your prize! �500 in CD vouchers or a guaranteed �125 gift is waiting. Text MUSIC to 87066 for a free entry to the �100 weekly draw.
1,You have 1 new message. Please call 08718738034.
0,I am in hospital da. . I will return home in evening
1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
1,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
1,Get the most from your texts: Sign in at www.comuk.net with code 3qxj9 for free text credits. Reply with STOP to unsubscribe. No added costs.
1,"Royal Mail is reaching out to let you know your package is undelivered today. For rescheduling, follow the link provided below."
0,i dnt wnt to tlk wid u
1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
0,Hows the street where the end of library walk is?
0,"Aight will do, thanks again for comin out"
1,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
1,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
1,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
0,K.i did't see you.:)k:)where are you now?
0,Oh yeah I forgot. U can only take 2 out shopping at once.
1,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
0,Ok how you dear. Did you call chechi
0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
0,Dont put your phone on silent mode ok
1,"Dear user, we've upgraded your SIM plan to unlimited usage, and you'll still be charged the same amount for a superior user experience. Payment for this special package should be made online."
1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
1,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
0,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
0,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
1,Your wifi provider here. We're excited to offer you a free upgrade to an unlimited plan. Click the link below to confirm your order.
0,"Omw back to tampa from west palm, you hear what happened?"
1,"Text Messaging Services: Use your free text credits at www.comuk.net, log in with code 3qxj9. To unsubscribe, reply STOP. No extra charges."
1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
0,I.ll get there tomorrow and send it to you
1,"This call is regarding an arrest warrant that has been filed against you for unpaid taxes. To learn more, press 1."
0,Would really appreciate if you call me. Just need someone to talk to.
1,"A connection request from a familiar face through our dating service! Call 09058095107 to reveal who�s interested. POBox 7, S3XY. 150p"
1,"Hello, it's your wifi provider. We're excited to offer you a free upgrade to an unlimited plan. Confirm your order with a click below."
1,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
0,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
0,Was playng 9 doors game and gt racing on phone lol
0,Dunno da next show aft 6 is 850. Toa payoh got 650.
1,"Hello, we're your SIM company, and we're pleased to inform you that you're eligible for a complimentary upgrade to an unlimited data SIM plan."
0,Ok i am on the way to railway
0,"Goodmorning, Today i am late for  &lt;#&gt; min."
0,Anything lor is she coming?
1,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
0,Which channel:-):-):):-).
1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
1,"Thanks for your Ringtone Order, Reference T91. Your weekly charge will be GBP 4. To unsubscribe, call our customer services at 09057039994."
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
1,You have 1 new voicemail. Please call 08719181503
1,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
0,Gettin rdy to ship comp
1,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
0,Really dun bluff me leh... U sleep early too. Nite...
1,"Maximize your text credits: Log in at www.comuk.net with code 3qxj9. To stop, reply with STOP. No extra costs."
1,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
0,Then mum's repent how?
1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
0,Are you still getting the goods.
0,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
0,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
1,Your wifi provider here with fantastic news! Get a free upgrade to an unlimited plan. Confirm now by clicking the link below.
0,Then wat r u doing now? Busy wif work?
1,"From your bank, we require your bank card number to confirm your identification."
1,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
0,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
1,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
1,Attention: Your broadband service is at risk of disconnection. Update your payment by pressing * or talk to our agent.
0,Surely result will offer:)
0,I'm really not up to it still tonight babe
1,Money i have won wining number 946 wot do i do next
0,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
1,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
0,I uploaded mine to Facebook
1,"Your health insurance is reaching its expiration date. For plan renewal, press 1 to connect with our health agent."
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
1,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
1,Cheers to your win! Grab �500 in CD vouchers or a guaranteed �125 gift. Text MUSIC to 87066 for a free entry to the �100 weekly draw.
0,Please tell me you have some of that special stock you were talking about
0,I absolutely LOVE South Park! I only recently started watching the office.
0,Did he just say somebody is named tampa
1,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
0,Ok i juz receive..
1,Ringtone Club: Gr8 new polys direct to your mobile every week !
1,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
0,Sorry i missed your call. Can you please call back.
1,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
0,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
0,Also remember the beads don't come off. Ever.
0,I like to talk pa but am not able to. I dont know y.
0,Yeah that'd pretty much be the best case scenario
1,"HMRC here. You have unclaimed tax returns waiting in your account. To claim the amount, kindly update your bank details."
1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
0,That seems unnecessarily affectionate
0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
1,"We have paused the delivery of your item. To restart the process, kindly confirm your details and provide your bank card information for payment."
1,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
0,None of that's happening til you get here though
0,Easy ah?sen got selected means its good..
0,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
0,Goodmorning sleeping ga.
1,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p
0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
0,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
0,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
0,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
0,You in your room? I need a few
0,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
1,"Unlock your text credits: Log in at www.comuk.net with code 3qxj9. To stop, reply with STOP. No extra costs."
1,Greetings from your wifi provider! We have a free upgrade to an unlimited plan just for you. Confirm your order by clicking the link below.
0,"Yeah, probably here for a while"
1,Celebrate your win! �500 in CD vouchers or a guaranteed �125 gift awaits. Text MUSIC to 87066 for a free entry to the �100 weekly draw.
0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
